"statepuma","stab","pumaname","dem12","rep12","dem16","rep16","propR12","propR16","changeinR","changeinpropR"
"0605901","CA","Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities",512440,582332,609961,507148,0.531920801774251,0.453982556760352,-75184,-0.0779382450138988
"0605902","CA","Orange County (South Central)--Mission Viejo & Rancho Santa Margarita (West) Cities",512440,582332,609961,507148,0.531920801774251,0.453982556760352,-75184,-0.0779382450138988
"0605903","CA","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities",512440,582332,609961,507148,0.531920801774251,0.453982556760352,-75184,-0.0779382450138988
"0605904","CA","Orange County (Central)--Irvine City (Central)",512440,582332,609961,507148,0.531920801774251,0.453982556760352,-75184,-0.0779382450138988
"0605905","CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",512440,582332,609961,507148,0.531920801774251,0.453982556760352,-75184,-0.0779382450138988
"0605906","CA","Orange County (North)--Yorba Linda, La Habra & Brea Cities",512440,582332,609961,507148,0.531920801774251,0.453982556760352,-75184,-0.0779382450138988
"0605907","CA","Orange County (North Central)--Fullerton & Placentia Cities",512440,582332,609961,507148,0.531920801774251,0.453982556760352,-75184,-0.0779382450138988
"0605908","CA","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",512440,582332,609961,507148,0.531920801774251,0.453982556760352,-75184,-0.0779382450138988
"0605909","CA","Orange County (North Central)--Anaheim City (West)",512440,582332,609961,507148,0.531920801774251,0.453982556760352,-75184,-0.0779382450138988
"0605910","CA","Orange County (North Central)--Anaheim City (East)",512440,582332,609961,507148,0.531920801774251,0.453982556760352,-75184,-0.0779382450138988
"0605911","CA","Orange County (Central)--Orange & Villa Park Cities",512440,582332,609961,507148,0.531920801774251,0.453982556760352,-75184,-0.0779382450138988
"0605912","CA","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",512440,582332,609961,507148,0.531920801774251,0.453982556760352,-75184,-0.0779382450138988
"0605913","CA","Orange County (Northwest)--Garden Grove City (East)",512440,582332,609961,507148,0.531920801774251,0.453982556760352,-75184,-0.0779382450138988
"0605914","CA","Orange County (Northwest)--Huntington Beach City",512440,582332,609961,507148,0.531920801774251,0.453982556760352,-75184,-0.0779382450138988
"0605915","CA","Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch",512440,582332,609961,507148,0.531920801774251,0.453982556760352,-75184,-0.0779382450138988
"0605916","CA","Orange County (Central)--Santa Ana City (West)",512440,582332,609961,507148,0.531920801774251,0.453982556760352,-75184,-0.0779382450138988
"0605917","CA","Orange County (Central)--Santa Ana City (East)",512440,582332,609961,507148,0.531920801774251,0.453982556760352,-75184,-0.0779382450138988
"0605918","CA","Orange County (Central)--Costa Mesa & Fountain Valley Cities",512440,582332,609961,507148,0.531920801774251,0.453982556760352,-75184,-0.0779382450138988
"0606101","CA","Placer County (Southwest)--Roseville City",66818,99921,73509,95138,0.599265918591331,0.56412506596619,-4783,-0.0351408526251417
"0606102","CA","Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",66818,99921,73509,95138,0.599265918591331,0.56412506596619,-4783,-0.0351408526251417
"0606103","CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",66818,99921,73509,95138,0.599265918591331,0.56412506596619,-4783,-0.0351408526251417
"0606501","CA","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",329063,318127,373695,333243,0.491551167354255,0.471389287320812,15116,-0.0201618800334428
"0606502","CA","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",329063,318127,373695,333243,0.491551167354255,0.471389287320812,15116,-0.0201618800334428
"0606503","CA","Riverside County (Southwest)--Temecula City",329063,318127,373695,333243,0.491551167354255,0.471389287320812,15116,-0.0201618800334428
"0606504","CA","Riverside County (Southwest)--Murrieta & Wildomar Cities",329063,318127,373695,333243,0.491551167354255,0.471389287320812,15116,-0.0201618800334428
"0606505","CA","Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities",329063,318127,373695,333243,0.491551167354255,0.471389287320812,15116,-0.0201618800334428
"0606506","CA","Riverside County (Southwest)--Hemet City & East Hemet",329063,318127,373695,333243,0.491551167354255,0.471389287320812,15116,-0.0201618800334428
"0606507","CA","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities",329063,318127,373695,333243,0.491551167354255,0.471389287320812,15116,-0.0201618800334428
"0606508","CA","Riverside County (Northwest)--Moreno Valley City",329063,318127,373695,333243,0.491551167354255,0.471389287320812,15116,-0.0201618800334428
"0606509","CA","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",329063,318127,373695,333243,0.491551167354255,0.471389287320812,15116,-0.0201618800334428
"0606510","CA","Riverside County (Northwest)--Riverside City (East)",329063,318127,373695,333243,0.491551167354255,0.471389287320812,15116,-0.0201618800334428
"0606511","CA","Riverside County (Northwest)--Riverside City (West)",329063,318127,373695,333243,0.491551167354255,0.471389287320812,15116,-0.0201618800334428
"0606512","CA","Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",329063,318127,373695,333243,0.491551167354255,0.471389287320812,15116,-0.0201618800334428
"0606513","CA","Riverside County (West Central)--Corona (Northwest) & Norco Cities",329063,318127,373695,333243,0.491551167354255,0.471389287320812,15116,-0.0201618800334428
"0606514","CA","Riverside County (Northwest)--Jurupa Valley & Eastvale Cities",329063,318127,373695,333243,0.491551167354255,0.471389287320812,15116,-0.0201618800334428
"0606515","CA","Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",329063,318127,373695,333243,0.491551167354255,0.471389287320812,15116,-0.0201618800334428
"0606701","CA","Sacramento County (North Central)--Citrus Heights City",300503,202514,326023,189789,0.402598719327577,0.367942195993889,-12725,-0.0346565233336882
"0606702","CA","Sacramento County (Central)--Rancho Cordova City",300503,202514,326023,189789,0.402598719327577,0.367942195993889,-12725,-0.0346565233336882
"0606703","CA","Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)",300503,202514,326023,189789,0.402598719327577,0.367942195993889,-12725,-0.0346565233336882
"0606704","CA","Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park",300503,202514,326023,189789,0.402598719327577,0.367942195993889,-12725,-0.0346565233336882
"0606705","CA","Sacramento County (Northwest)--Sacramento City (Northwest/Natomas)",300503,202514,326023,189789,0.402598719327577,0.367942195993889,-12725,-0.0346565233336882
"0606706","CA","Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda",300503,202514,326023,189789,0.402598719327577,0.367942195993889,-12725,-0.0346565233336882
"0606707","CA","Sacramento County (West)--Sacramento City (Central/Downtown & Midtown)",300503,202514,326023,189789,0.402598719327577,0.367942195993889,-12725,-0.0346565233336882
"0606708","CA","Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)",300503,202514,326023,189789,0.402598719327577,0.367942195993889,-12725,-0.0346565233336882
"0606709","CA","Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna)",300503,202514,326023,189789,0.402598719327577,0.367942195993889,-12725,-0.0346565233336882
"0606710","CA","Sacramento County (Central)--Elk Grove City",300503,202514,326023,189789,0.402598719327577,0.367942195993889,-12725,-0.0346565233336882
"0606711","CA","Sacramento County (South)--Galt, Isleton Cities & Delta Region",300503,202514,326023,189789,0.402598719327577,0.367942195993889,-12725,-0.0346565233336882
"0606712","CA","Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East)",300503,202514,326023,189789,0.402598719327577,0.367942195993889,-12725,-0.0346565233336882
"0607101","CA","San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities",305109,262358,340833,271240,0.46233173030326,0.443149755012882,8882,-0.0191819752903775
"0607102","CA","San Bernardino County (West Central)--Victorville & Adelanto Cities",305109,262358,340833,271240,0.46233173030326,0.443149755012882,8882,-0.0191819752903775
"0607103","CA","San Bernardino County (West Central)--Hesperia City & Apple Valley Town",305109,262358,340833,271240,0.46233173030326,0.443149755012882,8882,-0.0191819752903775
"0607104","CA","San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",305109,262358,340833,271240,0.46233173030326,0.443149755012882,8882,-0.0191819752903775
"0607105","CA","San Bernardino County (Southwest)--Redlands & Yucaipa Cities",305109,262358,340833,271240,0.46233173030326,0.443149755012882,8882,-0.0191819752903775
"0607106","CA","San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities",305109,262358,340833,271240,0.46233173030326,0.443149755012882,8882,-0.0191819752903775
"0607107","CA","San Bernardino County (Southwest)--San Bernardino City (East)",305109,262358,340833,271240,0.46233173030326,0.443149755012882,8882,-0.0191819752903775
"0607108","CA","San Bernardino County (Southwest)--San Bernardino City (West)",305109,262358,340833,271240,0.46233173030326,0.443149755012882,8882,-0.0191819752903775
"0607109","CA","San Bernardino County (Southwest)--Rialto City",305109,262358,340833,271240,0.46233173030326,0.443149755012882,8882,-0.0191819752903775
"0607110","CA","San Bernardino County (Southwest)--Fontana City (East)",305109,262358,340833,271240,0.46233173030326,0.443149755012882,8882,-0.0191819752903775
"0607111","CA","San Bernardino County (Southwest)--Rancho Cucamonga City",305109,262358,340833,271240,0.46233173030326,0.443149755012882,8882,-0.0191819752903775
"0607112","CA","San Bernardino County (Southwest)--Upland & Montclair Cities",305109,262358,340833,271240,0.46233173030326,0.443149755012882,8882,-0.0191819752903775
"0607113","CA","San Bernardino County (Southwest)--Ontario City",305109,262358,340833,271240,0.46233173030326,0.443149755012882,8882,-0.0191819752903775
"0607114","CA","San Bernardino County (Southwest)--Chino & Chino Hills Cities",305109,262358,340833,271240,0.46233173030326,0.443149755012882,8882,-0.0191819752903775
"0607115","CA","San Bernardino County (Southwest)--Fontana City (West)",305109,262358,340833,271240,0.46233173030326,0.443149755012882,8882,-0.0191819752903775
"0607301","CA","San Diego County (Northwest)--Oceanside City & Camp Pendleton",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607302","CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607303","CA","San Diego County (Northwest)--Vista City",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607304","CA","San Diego County (Northwest)--Carlsbad City",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607305","CA","San Diego County (Northwest)--San Marcos & Escondido (West) Cities",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607306","CA","San Diego County (Northwest)--Escondido City (East)",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607307","CA","San Diego County (Central)--Lakeside, Winter Gardens & Ramona",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607308","CA","San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607309","CA","San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607310","CA","San Diego County (West)--San Diego City (Southwest/Central Coastal)",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607311","CA","San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa)",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607312","CA","San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights)",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607313","CA","San Diego County (Central)--El Cajon & Santee Cities",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607314","CA","San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607315","CA","San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa)",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607316","CA","San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park)",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607317","CA","San Diego County (South Central)--San Diego City (Central/Mid-City)",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607318","CA","San Diego County (South)--San Diego City (Southeast/Encanto & Skyline)",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607319","CA","San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607320","CA","San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East)",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607321","CA","San Diego County (Southwest)--Chula Vista (West) & National City Cities",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607322","CA","San Diego County (South)--San Diego City (South/Otay Mesa & South Bay)",626957,536726,735476,477766,0.461230420999533,0.39379282946024,-58960,-0.0674375915392938
"0607501","CA","San Francisco County (North & West)--Richmond District",301723,47076,345084,37688,0.134965983274035,0.098460702454725,-9388,-0.0365052808193096
"0607502","CA","San Francisco County (North & East)--North Beach & Chinatown",301723,47076,345084,37688,0.134965983274035,0.098460702454725,-9388,-0.0365052808193096
